image_path,type,danger,action,split,image_id,caption,target
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930000308033507328_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,930000308033507328_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\iraq_iran_earthquake\17_11_2017\931493766816559104_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,931493766816559104_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910621512209539073_3.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910621512209539073_3,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\3_10_2017\915253376912379905_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,915253376912379905_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\14_11_2017\930400689406164992_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930400689406164992_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930020107698556929_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930020107698556929_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910624845741699073_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910624845741699073_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\16_11_2017\931232098874281984_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,931232098874281984_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911924243750846465_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911924243750846465_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\29_9_2017\913697454788358145_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913697454788358145_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911664771744899072_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911664771744899072_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911624557311672321_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911624557311672321_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910736159285882880_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910736159285882880_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912163687619862529_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912163687619862529_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930015299017105408_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930015299017105408_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\2_10_2017\914862556170334209_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,914862556170334209_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910648804205985792_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910648804205985792_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910567529537429504_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910567529537429504_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911681435001610251_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911681435001610251_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910608650477109248_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910608650477109248_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912111784588398592_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912111784588398592_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\14_11_2017\930226999142035456_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930226999142035456_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910800296162422784_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910800296162422784_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\14_11_2017\930271699727200262_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930271699727200262_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\14_11_2017\930391232207048704_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930391232207048704_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\5_10_2017\916027579882029056_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,916027579882029056_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\27_9_2017\913048848196550656_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913048848196550656_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\29_9_2017\913913387880468480_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913913387880468480_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\18_11_2017\931771549685899264_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,931771549685899264_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911789833470713856_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911789833470713856_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\16_11_2017\931169298906861568_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,931169298906861568_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910563191700185088_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910563191700185088_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911769343586979841_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911769343586979841_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\15_11_2017\930832085375504384_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930832085375504384_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910728317455790080_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910728317455790080_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910658484257030144_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910658484257030144_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\29_9_2017\913740142678069248_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913740142678069248_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\929989414826024960_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,929989414826024960_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930003402125467648_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930003402125467648_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912243887023980544_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912243887023980544_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930191651187802113_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930191651187802113_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\14_11_2017\930347490263666688_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930347490263666688_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\912016351685996545_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912016351685996545_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\1_10_2017\914482220299104257_3.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,914482220299104257_3,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910799523987034112_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910799523987034112_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\2_10_2017\914993292290469888_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,914993292290469888_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930121795520290816_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930121795520290816_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930008792410001408_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930008792410001408_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912136952123674624_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912136952123674624_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\929989549895438336_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,929989549895438336_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910555973776900096_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910555973776900096_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910771942067785728_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910771942067785728_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910537856988385280_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910537856988385280_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910524067060609024_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910524067060609024_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910534454367502341_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910534454367502341_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\912045277170806786_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912045277170806786_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\14_11_2017\930501165887959041_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930501165887959041_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\1_10_2017\914342444644188160_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,914342444644188160_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911624231867133953_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911624231867133953_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910818145572720640_3.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910818145572720640_3,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912205877121298432_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912205877121298432_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930003364661702656_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930003364661702656_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930001999155945472_3.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930001999155945472_3,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911720718072676352_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911720718072676352_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910543087566454785_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910543087566454785_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910525740487081984_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910525740487081984_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910653729543786497_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910653729543786497_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910747357700067329_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910747357700067329_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911937682045067264_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911937682045067264_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911715482537005057_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911715482537005057_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\929996293245718528_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,929996293245718528_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\28_9_2017\913522326125367302_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913522326125367302_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\15_11_2017\930843480657600512_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930843480657600512_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910626151420141569_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910626151420141569_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910585470127501312_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910585470127501312_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\17_11_2017\931499665635397632_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,931499665635397632_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930038058916777984_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930038058916777984_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\27_9_2017\913046612150284288_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913046612150284288_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\15_11_2017\930837330436542464_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930837330436542464_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\24_9_2017\911986904303796224_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911986904303796224_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\1_10_2017\914482220299104257_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,914482220299104257_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\1_10_2017\914482220299104257_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,914482220299104257_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\14_11_2017\930497823530999809_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930497823530999809_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930010024700760064_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930010024700760064_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910610617802817542_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910610617802817542_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912122865788624896_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912122865788624896_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\14_11_2017\930407656224968704_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930407656224968704_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\30_9_2017\913920723579629568_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913920723579629568_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910659404126674944_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910659404126674944_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910533280088428545_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910533280088428545_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\29_9_2017\913861344289607681_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913861344289607681_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910525262982516737_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910525262982516737_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930130379478093835_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930130379478093835_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\27_9_2017\912939517027303424_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912939517027303424_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910619874216501248_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910619874216501248_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911705513523429377_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911705513523429377_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910627061722697728_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910627061722697728_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\15_11_2017\930767353658437634_1.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930767353658437634_1,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910818046683631616_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910818046683631616_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\28_9_2017\913295991352254464_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913295991352254464_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912285721628692481_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912285721628692481_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910555424750833664_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910555424750833664_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910817025072812032_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910817025072812032_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\21_9_2017\910756608371822594_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910756608371822594_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911714561991905280_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911714561991905280_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910652866674688001_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910652866674688001_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930070681080999936_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930070681080999936_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930127736898752513_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930127736898752513_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\28_9_2017\913475154784555009_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,913475154784555009_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\25_9_2017\912346111553150976_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,912346111553150976_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\mexico_earthquake\20_9_2017\910525628536856577_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,910525628536856577_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\iraq_iran_earthquake\14_11_2017\930274091738845185_0.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,930274091738845185_0,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
